,GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,latitude,longitude,Plant age (years),total_capacity,Lat,Lon,geometry
847,P100000120017,Pavgord Zenica steel plant,Nova Željezara,ArcelorMittal Zenica steel plant (predecessor),,Pavgord doo,,E100001013687,5043339571,,Pavgord doo [100.0%],E100001013687 [100.0%],5043339571 [100.0%],"Bulevar Kralja Tvrtka I, no. 17, 72000 Zenica, Bosnia and Herzegovina",,Zenica,Zenica-Doboj,Bosnia and Herzegovina,Europe,"44.2244460, 17.8998150",exact,https://www.gem.wiki/Pavgord_Zenica_steel_plant,134,unknown,unknown,1892,unknown,unknown,unknown,,1875.0,,,"semi-finished, finished rolled","billet, wire rod, rebar","building and infrastructure, tools and machinery",1900,unknown,unknown,no,BF; BOF; EAF,Toplana Zenica,Prijedor Mine (GIOMT P100000128135),unknown,44.224446,17.899815,134.0,1875.0,44.2244460,17.8998150,POINT (17.899815 44.224446)
853,P100001061348,PGS Geraldton Green Iron Plant,,Progressive Green Solutions,,Progressive Green Solutions JV,,E100002017302,5083639175,,Progressive Green Solutions JV [100.0%],E100002017302 [100.0%],5083639175 [100.0%],unknown,,Geraldton,Mid West,Australia,Asia Pacific,"-28.7072500, 114.9001630",approximate,https://www.gem.wiki/PGS_Geraldton_Green_Iron_Plant,,2025,unknown,2030,unknown,unknown,unknown,,,,30000.0,crude,"HBI, pellets",unknown,unknown,unknown,unknown,no,DRI,2.6GW wind/solar,Karara Iron Ore Mine (P100000128058),unknown,-28.70725,114.900163,,30000.0,-28.7072500,114.9001630,POINT (114.900163 -28.70725)
860,P100000120699,POSCO Gwangyang steel plant,,Pohang Iron & Steel Gwangyang,,POSCO Holdings Inc,포스코홀딩스(주),E100000000953,4295881204,Partial,POSCO Holdings Inc [100.0%],E100000000953 [100.0%],4295881204 [100.0%],"20-26, Pokposarang-gil, Gwangyang-si, Jeollanam-do, Republic of Korea",,Gwangyang,South Jeolla,South Korea,Asia Pacific,"34.9200860, 127.7486500",exact,https://www.gem.wiki/POSCO_Gwangyang_steel_plant,39,unknown,1985,1987,unknown,unknown,unknown,54.0,8826.0,2850.0,,finished rolled,"galvanized, wire rod, plate, cold rolled, hot rolled","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",4080,2024-07-30 00:00:00,2024-09-25 00:00:00,expired,BF; BOF; DRI; EAF,4 generation plants each with 2 energy generation facilities (for a total of 8),Imported from Australia,Imported from Australia,34.920086,127.74865,39.0,11730.0,34.9200860,127.7486500,POINT (127.74865 34.920086)
861,P100000120700,POSCO Pohang steel plant,,Pohang Iron & Steel,,POSCO Holdings Inc,포스코홀딩스(주),E100000000953,4295881204,Partial,POSCO Holdings Inc [100.0%],E100000000953 [100.0%],4295881204 [100.0%],"6262, Donghaean-ro, Nam-gu, Pohang-si, Gyeongsangbuk-do, Republic of Korea",,Pohang,North Gyeongsang,South Korea,Asia Pacific,"36.0093100, 129.3945080",exact,https://www.gem.wiki/POSCO_Pohang_steel_plant,53,1967-06-30 00:00:00,1967-10-03 00:00:00,1973,unknown,unknown,unknown,,,1500.0,,finished rolled,"galvanized, wire rod, plate, cold rolled, hot rolled","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",6920,2024-07-30 00:00:00,2021,expired,BF; BOF; DRI; EAF; Iron other/unspecified,unknown,Imported from Australia (Pilbara iron ore),Tanoma coal mine,36.00931,129.394508,53.0,1500.0,36.0093100,129.3945080,POINT (129.394508 36.00931)
862,P100000121161,POSCO Port Hedland Iron Project,,Port Hedland Iron Project,,Port Hedland Iron Pty Ltd,,E100002009156,5091619563,Partial,POSCO Holdings Inc [100.0%],E100000000953 [100.0%],4295881204 [100.0%],"Boodarie Strategic Industrial Area, West Australia, Australia",,Boodarie Strategic Industrial Area,Western Australia,Australia,Asia Pacific,"-20.3958320, 118.5379750",exact,https://www.gem.wiki/POSCO_Port_Hedland_Iron_Project,,2022-05-01 00:00:00,2025,2028,unknown,unknown,unknown,,,,700.0,crude,HBI,unknown,400,unknown,unknown,no,DRI,renewable energy project in Pilbara with Engie (it will be powered entirely with renewables by 2050),Pilbara iron ore,unknown,-20.395832,118.537975,,700.0,-20.3958320,118.5379750,POINT (118.537975 -20.395832)
865,P100000120558,Prakash Industries Janjgir steel plant,,PIL,,Prakash Industries Ltd,,E100000121137,4295873868,,Prakash Industries Ltd [100.0%],E100000121137 [100.0%],4295873868 [100.0%],"Village – Champa, Distt. Janjgir, Chhattisgarh – 495671",,Janjgir,Chhattisgarh,India,Asia Pacific,"22.0046940, 82.6716660",exact,https://www.gem.wiki/Prakash_Industries_Janjgir_steel_plant,33,1991-11-01 00:00:00,unknown,1993,unknown,unknown,unknown,,1650.0,,,"crude, semi-finished","bloom, billet, DRI",unknown,2404,yes,yes,no,DRI; IF,Captive power plant,unknown,unknown,22.004694,82.671666,33.0,1650.0,22.0046940,82.6716660,POINT (82.671666 22.004694)
872,P100000120710,Qarmet steel plant,АМТ,"Karaganda Steel Works, ArcelorMittal Temirtau steel plant (predecessor), QIC Qarmet steel plant","Карагандинский металлургический комбинат, АрселорМиттал Темиртау",Qazaqstan Steel Group LLP,"""QAZAQSTAN STEEL GROUP"" ЖШС",E100002003233,unknown,,Qazaqstan Steel Group LLP [100.0%],E100002003233 [100.0%],unknown [100.0%],"Temirtau, Karaganda Region, 100000, Kazakhstan",,Temirtau,Karaganda,Kazakhstan,Eurasia,"50.0317660, 72.9948630",exact,https://www.gem.wiki/Qarmet_steel_plant,66,unknown,unknown,1960,unknown,unknown,unknown,,5000.0,2446.0,,"semi-finished, finished rolled","tinplate, galvanized, rebar, plate, coke, coated, bloom, pipe, coil, billet, slab, square",tools and machinery,35000,yes,unknown,no,BF; BOF,"Karaganda Steel Works power station (ТЭЦ-ПВС Карагандинского металлургического комбината) and Karaganda TPS-2 power station (ТЭЦ -2 АО ""Арселор Миттал Темиртау"")",Orken Lisakovskoe Mine (P100000128229); Orken Kentobe Mine (P100000128575); Orken Atasu Mine (P100000128584); Orken Atansor Mine (P100000128574),8 coal mines across Karaganda region,50.031766,72.994863,66.0,7446.0,50.0317660,72.9948630,POINT (72.994863 50.031766)
874,P100000120594,Qeshm Steel Development Hormuzgan plant,شکرت توسعه فولاد قشم,,,Qeshm Steel Development Co,شرکت توسعه فولاد قشم,E100000131134,5083443486,,Qeshm Steel Development Co [100.0%],E100000131134 [100.0%],5083443486 [100.0%],"Qeshm Free Zone, Iran",,Qeshm Free Zone,Hormuzgan,Iran,Middle East,"26.8264940, 55.9577080",approximate,https://www.gem.wiki/Qeshm_Steel_Development_Hormuzgan_plant,unknown,2014,unknown,unknown,unknown,unknown,unknown,,,,5000.0,unknown,unknown,unknown,unknown,unknown,unknown,no,DRI; EAF,500 MW onsite power plant,unknown,,26.826494,55.957708,,5000.0,26.8264940,55.9577080,POINT (55.957708 26.826494)
875,P100000120110,Qian an Jiujiang Wire Co Ltd,迁安市九江线材有限公司,"Qian'an Jiujiang Wire Co., Ltd., Qian'an Liangang Jiujiang Steel Co., Ltd., Tangshan Great Wall Iron and Steel Group Jiujiang Wire Co., Ltd., Hebei Iron and Steel Group Jiujiang Wire Co., Ltd.","唐山长城钢铁集团九江线材有限公司, 迁安联钢九江钢铁有限公司, 河北钢铁集团九江线材有限公司",Qian'an City Jiujiang Wire Co Ltd,迁安市九江线材有限责任公司,E100000123190,unknown,,Qian'an City Jiujiang Wire Co Ltd [100.0%],E100000123190 [100.0%],unknown [100.0%],"Songting Village, Muchangkou Town, Qian'an City, Tangshan City, Hebei Province",河北省唐山市迁安市木厂口镇松汀村南,Tangshan,Hebei,China,Asia Pacific,"39.9522090, 118.5594440",exact,https://www.gem.wiki/Qian_an_Jiujiang_Wire_Co_Ltd,24,unknown,unknown,2002,unknown,unknown,unknown,,16000.0,,4800.0,finished rolled,"wire rod, round bar, hot rolled",building and infrastructure,12181,unknown,unknown,no,BF; BOF; EAF,unknown,unknown,unknown,39.952209,118.559444,24.0,20800.0,39.9522090,118.5594440,POINT (118.559444 39.952209)
878,P100001063756,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,青龙满族自治县德龙铸业开发有限公司,,河北安丰钢铁集团德龙铸业有限公司,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,,E100002020762,5081483392,,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd [100.0%],E100002020762 [100.0%],5081483392 [100.0%],unknown,德龙铸业位于青龙满族自治县大巫岚镇,"Qinhuangdao,",Hebei,China,Asia Pacific,"40.427008, 119.219855",exact,https://www.gem.wiki/Qinglong_Manchu_Autonomous_County_Delong_Foundry_Development_Co_Ltd,15.87,unknown,unknown,2010-04-09 00:00:00,unknown,unknown,unknown,,1850.0,,1200.0,unknown,unknown,unknown,1011,no,no,no,BF; BOF,unknown,unknown,unknown,40.427008,119.219855,15.87,3050.0,40.427008,119.219855,POINT (119.219855 40.427008)
879,P100000120372,Qinhuangdao Baigong Steel Co Ltd,秦皇岛佰工钢铁有限公司,,,Qinhuangdao Baigong Steel Co Ltd,秦皇岛佰工钢铁有限公司,E100000126741,unknown,,Tangshan Universal Industrial Development Co Ltd [100.0%],E100000128122 [100.0%],unknown [100.0%],"Shimen Town, Lulong County, Qinhuangdao City, Hebei Province",河北省秦皇岛市卢龙县石门镇西,Qinhuangdao,Hebei,China,Asia Pacific,"39.7487730, 118.8194720",exact,https://www.gem.wiki/Qinhuangdao_Baigong_Steel_Co_Ltd,20,unknown,unknown,2006,unknown,unknown,unknown,,4200.0,,,finished rolled,"coil, wire, sheet, bar",unknown,2303,2025-10-21 00:00:00,2024-09-12 00:00:00,no,BF; BOF; EAF,unknown,unknown,unknown,39.748773,118.819472,20.0,4200.0,39.7487730,118.8194720,POINT (118.819472 39.748773)
880,P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,秦皇岛宏兴钢铁有限公司,"Changli Hongxing Industrial Co., Ltd.",昌黎县宏兴实业有限公司,Qinhuangdao Hongxing Iron & Steel Co Ltd,秦皇岛宏兴钢铁有限公司,E100000126509,unknown,,Qinhuangdao Hongxing Iron & Steel Co Ltd [100.0%],E100000126509 [100.0%],unknown [100.0%],"No. 1 Luanhe Street, Changli Circular Economy Industrial Park, Western Economic Development Zone, Qinhuangdao City, Hebei Province",河北省秦皇岛西部经济开发区昌黎循环经济产业园滦河大街1号(昌黎县朱各庄镇指挥村北),Qinhuangdao,Hebei,China,Asia Pacific,"39.7007210, 118.8714770",exact,https://www.gem.wiki/Qinhuangdao_Hongxing_Iron_and_Steel_Co_Ltd,24,unknown,unknown,2002,unknown,unknown,unknown,,7850.0,,2000.0,finished rolled,"wire rod, rebar, strip, round bar, hot rolled",unknown,3581,expired,expired,no,BF; BOF,Photovoltaic Power Generation,unknown,unknown,39.700721,118.871477,24.0,9850.0,39.7007210,118.8714770,POINT (118.871477 39.700721)
885,P100001025938,Rashmi Green Hydrogen Steel Kharagpur steel plant,,,,Rashmi Green Hydrogen Steel Pvt Ltd,,E100002005355,5086734197,,Rashmi Green Hydrogen Steel Pvt Ltd [100.0%],E100002005355 [100.0%],5086734197 [100.0%],unknown,,Kharagpur,West Bengal,India,Asia Pacific,"22.3314890, 87.3980850",exact,https://www.gem.wiki/Rashmi_Green_Hydrogen_Steel_Kharagpur_steel_plant,unknown,2022,2023,unknown,unknown,unknown,unknown,,4000.0,1000.0,1200.0,finished rolled,"ferro alloys, tube, pipe, strip, di pipe",building and infrastructure,3000,unknown,unknown,no,BF; BOF,230 MW CPP (80 MW WHRB; 150 MW CFBC); 49 MW from grid (WBSEDCL),"Barbil-Joda, Odisha","BCCL, Dhanbad",22.331489,87.398085,,6200.0,22.3314890,87.3980850,POINT (87.398085 22.331489)
887,P100000120555,Rashmi Metaliks Kharagpur steel plant,,RML Kharagpur,,Rashmi Metaliks Ltd,,E100000130890,4298375168,,Rashmi Metaliks Ltd [100.0%],E100000130890 [100.0%],4298375168 [100.0%],"Village Gokulpur, P.O. Shyamraipur, P.S. Kharagpur (Local), District West Medinipur, West Bengal, India",,Kharagpur,West Bengal,India,Asia Pacific,"22.3606640, 87.2959320",exact,https://www.gem.wiki/Rashmi_Metaliks_Kharagpur_steel_plant,22,unknown,unknown,2004,unknown,unknown,unknown,,600.0,,2100.0,"crude, semi-finished, finished rolled","wire rod, bar, pipe, billet, pig iron, DRI, di pipe",unknown,unknown,expired,unknown,no,BF; IF,One captive power plant (25 MW),"Barbil-Joda, Odisha","BCCL, Dhanbad or imported",22.360664,87.295932,22.0,2700.0,22.3606640,87.2959320,POINT (87.295932 22.360664)
890,P100000120531,RINL Vizag Steel plant,,"Rashtriya Ispat Nigam Limited, RINL, Visakhapatnam Steel Plant",,Rashtriya Ispat Nigam Ltd,,E100000001935,4296922665,Full,Rashtriya Ispat Nigam Ltd [100.0%],E100000001935 [100.0%],4296922665 [100.0%],"Visakhapatnam Steel Plant, Visakhapatnam 530031, Andhra Pradesh, India",,Visakhapatnam,Andhra Pradesh,India,Asia Pacific,"17.6128460, 83.1919180",exact,https://www.gem.wiki/RINL_Vizag_Steel_plant,37,1970,1971,1989,unknown,unknown,unknown,,10101.0,4200.0,,"semi-finished, finished rolled","wire rod, rebar, channel, bar, billet, pig iron, rounds, special",building and infrastructure,12794,yes,yes,no,BF; BOF,"Power generated at two captive power plants, solar power plant, back pressure turbine station (BPTS), Gas Expansion Turbine Station (GET), waste heat recovery at sinter plant.",NMDC Donimalai (P100000128467); SAIL Rourkela mine,Russia; Central Coalfields,17.612846,83.191918,37.0,14301.0,17.6128460,83.1919180,POINT (83.191918 17.612846)
904,P100000120569,Rungta Mines Dhenkanal steel plant,,RML Odisha,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],"Jhadabandh, PO-Nimabahali, Meramandali, Dist-Dhenkanal, Odisha-759121, India",,Jhadabandh,Odisha,India,Asia Pacific,"20.7645240, 85.2993180",exact,https://www.gem.wiki/Rungta_Mines_Dhenkanal_steel_plant,5,2018,unknown,2021,unknown,unknown,unknown,,2827.0,1070.0,28750.0,finished rolled,"wire rod, bar",unknown,unknown,unknown,unknown,no,DRI; IF; BF; BOF; EAF,695 MW Captive power plant,unknown,unknown,20.764524,85.299318,5.0,32647.0,20.7645240,85.2993180,POINT (85.299318 20.764524)
906,P100000121185,Rungta Mines Karakhendra steel plant,,Karakhendra Steel Plant,,Rungta Mines Ltd,,E100000130898,4298502619,,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],4298502619 [100.0%],"Karakhendra, Main Road, Barbil, Kendujhar- 758035, Odisha, India",,Karakhendra,Odisha,India,Asia Pacific,"22.1401740, 85.4146160",exact,https://www.gem.wiki/Rungta_Mines_Karakhendra_steel_plant,0,2016,2018,2026,unknown,unknown,unknown,,554.0,280.0,1474.0,"semi-finished, finished rolled","flat, round bar, rolled wire rod, billet, bloom, slab",unknown,1260,unknown,unknown,no,IF; BF; DRI; EAF,90 MW Captive power plant,unknown,unknown,22.140174,85.414616,0.0,2308.0,22.1401740,85.4146160,POINT (85.414616 22.140174)
915,P100000120525,SAIL Bhilai steel plant,,BSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Bhilai Steel Plant, Bhilai, Chhattisgarh 490021, India",,Bhilai,Chhattisgarh,India,Asia Pacific,"21.1851570, 81.3942070",exact,https://www.gem.wiki/SAIL_Bhilai_steel_plant,67,unknown,unknown,1959,unknown,unknown,unknown,,9235.0,3940.0,,semi-finished,"wire rod, rail, plate, bar","automotive, building and infrastructure, energy, transport",16407,yes,yes,no,BF; BOF; Iron other/unspecified,Bhilai Steel power station; 15 MW floating solar power plant (upcoming),SAIL Dalli Mine (P100000128475); SAIL Jharan Dalli Mine (P100000128918); SAIL Mahamaya-Dulki Mine (P100000128532); SAIL Rajhara Mine (P100000128495); SAIL Rowghat Mine (P100000128533),unknown,21.185157,81.394207,67.0,13175.0,21.1851570,81.3942070,POINT (81.394207 21.185157)
916,P100000120526,SAIL Bokaro steel plant,,"Bokaro Steel Limited, BSL",,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Marafari, Bokaro Steel City, Jharkhand 827011, India",,Bokaro Steel City,Jharkhand,India,Asia Pacific,"23.6716770, 86.1068700",exact,https://www.gem.wiki/SAIL_Bokaro_steel_plant,54,1964-01-01 00:00:00,1968-04-06 00:00:00,1972,unknown,unknown,unknown,,6900.0,4212.0,,"semi-finished, finished rolled","coil, sheet, plate, galvanized coils and sheets, cold rolled, hot rolled","automotive, building and infrastructure, steel packaging, tools and machinery, transport",11798,yes,yes,no,BF; BOF; Steel other/unspecified,BPSCL Captive power plant and balance from Damodar Valley Corporation (DVC),SAIL Bolani Mine (P100000128461); SAIL Kiriburu Mine (P100000128455); SAIL Meghahatuburu Mine (P100000128530); SAIL Kalta Mine (P100000128480),"Jharia coalfields, BCCL & imported from Australia",23.671677,86.10687,54.0,11112.0,23.6716770,86.1068700,POINT (86.10687 23.671677)
917,P100000120527,SAIL Durgapur steel plant,,DSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Industrial Area, Durgapur, West Bengal 713203, India",,Durgapur,West Bengal,India,Asia Pacific,"23.5484300, 87.2452470",exact,https://www.gem.wiki/SAIL_Durgapur_steel_plant,67,unknown,unknown,1959,unknown,unknown,unknown,,3300.0,1700.0,,"crude, semi-finished","rail, beam, bar","building and infrastructure, transport",7855,yes,yes,no,BF; BOF,"NSPCL, DVC and Emergency power from Captive Power",SAIL Gua (Duarguiburu) Mine (P100000128471); SAIL Kiriburu Mine (P100000128455); SAIL Meghahatuburu Mine (P100000128530); SAIL Barsua Mine (P100000128517); SAIL Taldih Mine (P100000128525); SAIL Kalta Mine (P100000128480); SAIL Bolani Mine (P100000128461),Imported / BCCL Chasnala / CCL,23.54843,87.245247,67.0,5000.0,23.5484300,87.2452470,POINT (87.245247 23.54843)
918,P100000120524,SAIL IISCO steel plant,,"Steel Corporation of Bengal (predecessor), SAIL Burnpur steel plant, ISP, Bengal Iron Works Co (predecessor), Indian Iron & Steel Company (predecessor)",,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"IISCO Steel Plant, Burnpur - 713325, District - Barddhaman, West Bengal, India",,Barddhaman,West Bengal,India,Asia Pacific,"23.6732360, 86.9261790",exact,https://www.gem.wiki/SAIL_IISCO_steel_plant,108,unknown,unknown,1918,unknown,unknown,unknown,,3880.0,880.0,,semi-finished,"rebar, wire, bar",unknown,5945,yes,unknown,no,BF; BOF,unknown,SAIL Gua (Duarguiburu) Mine (P100000128471); SAIL Gua (Jhillingburu I) Mine (P100000128871); SAIL Gua (Jhillingburu II) Mine (P100000128872),"Chasnalla and Jitpur, Jharkhand; Ramnagar coal mine, West Bengal",23.673236,86.926179,108.0,4760.0,23.6732360,86.9261790,POINT (86.926179 23.673236)
921,P100000120528,SAIL Rourkela steel plant,,RSP,,Steel Authority of India Ltd,,E100001000703,4295872623,Partial,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],4295872623 [100.0%],"Rourkela Steel Plant Area, Rourkela, Odisha 769011, India",,Rourkela,Odisha,India,Asia Pacific,"22.2108040, 84.8689500",exact,https://www.gem.wiki/SAIL_Rourkela_steel_plant,67,1953,unknown,1959,unknown,unknown,unknown,,6776.0,768.0,2000.0,"semi-finished, finished rolled","pipe, coil, sheet, plate","automotive, building and infrastructure, energy, steel packaging, tools and machinery, transport",12938,yes,yes,no,BF; BOF,"Captive power plant #1 (1959, updated 1978), Rourkela Works-2 power station",SAIL Barsua Mine (P100000128517); SAIL Bolani Mine (P100000128461); SAIL Kalta Mine (P100000128480); SAIL Taldih Mine (P100000128525),domestic,22.210804,84.86895,67.0,9544.0,22.2108040,84.8689500,POINT (84.86895 22.210804)
